"parkson_urls_link","parkson_urls_date_date","parkson_urls_date_user","parkson_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=196","Aug 23, 2019 9:38 AM","yucaihacai","近年，消費群體對產品質素和服務水平要求大大提高，講求創新的業態環境促成了大量發展
空間，創新而富活力更是百貨零售業突圍而出的先決條件。於二零一九年上半年，百盛繼續
推動零售業態多元化。有關策略涵蓋多個範疇，包括商品種類的擴充，如在傳統商品之外引
入更多國際化妝品牌、運動潮流服裝等，以及將百貨店內的部分傳統超市升級為精品超市，
以迎合消費升級的需求，並完善多元業態的互相結合，同時提供更具實力的產品系列，集團
相信此等措施於往後日子為集團帶來穩定收入。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=196","Aug 23, 2019 9:38 AM","yucaihacai","百盛旗下的餐飲品牌以高質素產品和服務贏得見稱，集團計劃繼續擴大業務版圖，其中「哈肯
舖」預計於二零一九年第三季度在福州開設加盟店。連同另一品牌「雞薈」，百盛的餐飲將繼
續努力研發並推出更多新產品。我們致力整合零售以及餐飲業務，令客戶在購物的同時能享
受優質用餐體驗，令消費體驗更完整。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=196","Aug 23, 2019 9:39 AM","yucaihacai","隨著消費升級，我們在二、三線城市的客戶對本土與進口的產品需求日增，我們將在更多城
市的百貨店中增設超市。二零一九年四月，我們在綿陽新開了一家超市，並預計在第三季，
在同市再開設一家新超市。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:39 AM","yucaihacai","自從去年開拓時尚與美妝板塊以來，該業務表現良好，領軍的「Parkson Beauty」概念店目前
在長沙、青島和南寧共有三個零售點，在重點客戶群之間深受好評，成為領先的時尚品牌。
時尚與美妝板塊將積極擴展與不同品牌的合作。二零一九年上半年，百盛與化妝品牌 Kiehl's
共同開展聯銷活動，帶動百盛化妝品類銷售增長。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:40 AM","yucaihacai","前景
展望未來，我們將繼續執行以多元化零售業態、提升品牌及產品種類以及拓展全渠道營銷為
核心的策略，發展旗下的各項品牌，包括以「Parkson Beauty」為領導的美妝板塊，以及餐飲
業務如「哈肯舖」等，亦會繼續尋找合適的地段以增加百貨店和超市。集團亦會努力加強線上
線下零售體驗的融合，透過社交媒體網絡、VIP 項目及個性化客戶服務，為客戶打造一個強
大的線上社區。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:40 AM","yucaihacai","銷售所得款項總額及經營收益
於二零一九年首六個月，本集團所產生的銷售所得款項總額為人民幣7,494.9百萬元(含增值稅)
或人民幣6,595.7百萬元(不含增值稅)。銷售所得款項總額較去年下降3.3%，主要原因歸於二
零一九年上半年關閉業績表現欠佳的門店的影響。二零一九年上半年同店銷售下降2.2%。同
店銷售下降乃主要由於中國經濟的持續放緩，以及受到客流分流的影響。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:41 AM","yucaihacai","於二零一九年上半年及
二零一八年上半年，本集團大部分銷售額來自化妝品與配飾和時裝與服裝的銷售。然而，於
二零一九年上半年，化妝品與配飾的銷售額較其他類別增長更快，主要由於在二零一八年五
月及九月開設了Parkson Beauty以及本集團致力於提高美妝板塊的市場知名度所致。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:41 AM","yucaihacai","銷售毛利
於二零一九年上半年，本集團商品銷售毛利率，即綜合特許專櫃銷售佣金及直接銷售的毛利
率，與同期相比上升0.1%至16.1%，主要歸因於商品結構變化與關閉表現欠佳的門店。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:42 AM","yucaihacai","經營收益總額
本集團的經營收益總額上升人民幣193.0百萬元或8.1%至人民幣2,587.8百萬元，主要受益於(i)
化妝品與配飾類別銷售強勁表現所帶來的直接銷售金額增加；及(ii)本集團於二零一八年十月
收購的Parkson Credit Sdn Bhd所提供的信貸服務所產生的收入。此增長有部分被關閉盈利能
力差的門店所帶來的特許專櫃銷售佣金下降和採用國際財務報告準則第16號所帶來的租金收
入下降的影響所抵消。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:42 AM","yucaihacai","經營利潤
本集團二零一九年上半年實現經營利潤人民幣357.1百萬元，與去年同期經營利潤人民幣126.1
百萬元相比增長人民幣231.0百萬元或183.2%。
經營利潤佔銷售所得款項總額的百分比從二零一八年上半年的1.9%上升至二零一九年上半年
的5.4%。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:43 AM","yucaihacai","應佔聯營公司的利潤
此乃本集團應佔聯營公司的業績。應佔聯營公司的利潤由二零一八年上半年的人民幣3.0百萬
元增長至二零一九年上半年的人民幣3.1百萬元。該增長主要受益於百盛紐可爾進入平穩發展
階段，大部分被國際財務報告準則第16號的負面影響人民幣4.6百萬元所抵銷。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:43 AM","yucaihacai","除所得稅前利潤
除所得稅前利潤由二零一八年上半年的人民幣114.1百萬元減少1.7%至二零一九年上半年的人
民幣112.2百萬元。該減少主要歸因於採納國際財務報告準則第16號。使用權資產的直線折舊
及應用於租賃負債的實際利率法的結合，將導致於租賃初期在損益的總開支較高，及於租約後
期的開支逐漸減少。截至二零一九年六月三十日止六個月期間，國際財務報告準則第16號對除
所得稅前利潤的負面影響為人民幣76.8百萬元。
剔除採納國際財務報告準則第16號的影響，除所得稅前利潤增加人民幣74.9百萬元或65.6%至
二零一九年上半年的人民幣189.1百萬元。此增加主要由於收入增長，以及關閉盈利能力差的
門店導致本公司二零一九年上半年的經營開支減少所致。
剔除採納國際財務報告準則第16號的影響，除所得稅前利潤佔銷售所得款項總額的百分比從二
零一八年上半年的1.7%上升至二零一九年上半年2.9%。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:43 AM","yucaihacai","期內利潤
由於上述原因，期內利潤增加人民幣2.9百萬元或8.6%至二零一九年上半年的人民幣36.1百萬
元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:44 AM","yucaihacai","母公司權益持有人應佔利潤
母公司權益持有人應佔利潤由二零一八年上半年的人民幣17.7百萬元增加35.0%至二零一九年
上半年的人民幣23.9百萬元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:45 AM","yucaihacai","金融產品信息
保本存款投資指本集團自在中國經營的持牌銀行認購的保本型理財產品。於二零一九年六月三
十日，該等產品餘額約為人民幣290.8百萬元，約佔集團總資產1.8%。
按公允價值計量且其變動計入損益之金融資產指本集團自在中國經營的持牌銀行認購的非保
本型理財產品。於二零一九年六月三十日，該等產品的公允價值約為人民幣521.5百萬元，約
佔集團總資產3.3%。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:46 AM","yucaihacai","百盛集团(03368)中期股东应占利润同比增35.33%至2388.6万元
2019年08月22日 16:57来源： 智通财经网
百盛集团(03368)发布2019年中期业绩，该集团于期内经营收益总额同比上升8.1%至人民币25.88亿元(单位下同)。毛利率上升至22.0%，而2018年上半年取得21.5%。母公司所有人应占利润为2388.6万元，同比增长35.33%。每股基本盈利为0.009元，不派息。
公告显示，期内经营利润同比增长183.2%至3.57亿元。剔除采纳国际财务报告准则第16号的影响，期内经营利润同比增长80.5% 至2.276亿元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:46 AM","yucaihacai","百盛集团(03368)中期股东应占利润同比增35.33%至2388.6万元
2019年08月22日 16:57来源： 智通财经网
百盛集团(03368)发布2019年中期业绩，该集团于期内经营收益总额同比上升8.1%至人民币25.88亿元(单位下同)。毛利率上升至22.0%，而2018年上半年取得21.5%。母公司所有人应占利润为2388.6万元，同比增长35.33%。每股基本盈利为0.009元，不派息。
公告显示，期内经营利润同比增长183.2%至3.57亿元。剔除采纳国际财务报告准则第16号的影响，期内经营利润同比增长80.5% 至2.276亿元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:46 AM","yucaihacai","百盛集团(03368)中期股东应占利润同比增35.33%至2388.6万元
2019年08月22日 16:57来源： 智通财经网
百盛集团(03368)发布2019年中期业绩，该集团于期内经营收益总额同比上升8.1%至人民币25.88亿元(单位下同)。毛利率上升至22.0%，而2018年上半年取得21.5%。母公司所有人应占利润为2388.6万元，同比增长35.33%。每股基本盈利为0.009元，不派息。
公告显示，期内经营利润同比增长183.2%至3.57亿元。剔除采纳国际财务报告准则第16号的影响，期内经营利润同比增长80.5% 至2.276亿元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:46 AM","yucaihacai","百盛集团(03368)中期股东应占利润同比增35.33%至2388.6万元
2019年08月22日 16:57来源： 智通财经网
百盛集团(03368)发布2019年中期业绩，该集团于期内经营收益总额同比上升8.1%至人民币25.88亿元(单位下同)。毛利率上升至22.0%，而2018年上半年取得21.5%。母公司所有人应占利润为2388.6万元，同比增长35.33%。每股基本盈利为0.009元，不派息。
公告显示，期内经营利润同比增长183.2%至3.57亿元。剔除采纳国际财务报告准则第16号的影响，期内经营利润同比增长80.5% 至2.276亿元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 9:46 AM","yucaihacai","百盛集团(03368)中期股东应占利润同比增35.33%至2388.6万元
2019年08月22日 16:57来源： 智通财经网
百盛集团(03368)发布2019年中期业绩，该集团于期内经营收益总额同比上升8.1%至人民币25.88亿元(单位下同)。毛利率上升至22.0%，而2018年上半年取得21.5%。母公司所有人应占利润为2388.6万元，同比增长35.33%。每股基本盈利为0.009元，不派息。
公告显示，期内经营利润同比增长183.2%至3.57亿元。剔除采纳国际财务报告准则第16号的影响，期内经营利润同比增长80.5% 至2.276亿元。"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 10:05 AM","MK76","Not technical rebound it seems. Parkson China report is out. Profit increase by 8.6%."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 10:11 AM","MK76","Tq yucaihacai for the english version"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:21 PM","yucaihacai","PARKSON GROUP Interim NP Climbs 35.3% to RMB23.89M; Nil Div
2019/08/22 16:44Recommend0Positive3Negative2 SHORT SELL STOCK INFO
PARKSON GROUP (03368.HK) +0.030 (+4.918%) announced the interim results ended 30 June 2019. Net profit amounted to RMB23.886 million, up 35.3% yearly. EPS equaled 0.9 fen. No dividend was declared."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:22 PM","yucaihacai","PARKSON RETAIL GROUP LIMITED
百盛商業集團有限公司
(Incorporated in the Cayman Islands with limited liability)
(Stock Code: 3368)
INTERIM RESULTS FOR THE SIX MONTHS ENDED 30 JUNE 2019
HIGHLIGHTS
Total operating revenues for the period increased by RMB193.0 million or 8.1% to
RMB2,587.8 million.
Gross profit margin for the period increased to 22.0%, as compared to 21.5% in
1H2018.
Operating profit for the period increased by RMB231.0 million or 183.2% to RMB357.1
million. Without the impact of IFRS 16, operating profit for the period would increase
by RMB101.5 million or 80.5% to RMB227.6 million.
Profit attributable to owners of the parent was RMB23.9 million in 1H2019, as
compared to RMB17.7 million in 1H2018."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:23 PM","yucaihacai","EARNINGS PER SHARE ATTRIBUTABLE TO ORDINARY EQUITY HOLDERS
OF THE PARENT
The calculation of basic earnings per share amount for 1H2019 is based on the profit for
the period attributable to ordinary equity holders of the parent of approximately
RMB23.9 million, and the weighted average number of 2,634,532,250 ordinary shares in
issue during the period.
The calculation of basic earnings per share amount for 1H2018 is based on the profit for
the period attributable to ordinary equity holders of the parent of approximately
RMB17.7 million, and the weighted average number of 2,634,532,250 ordinary shares in
issue during the period.
The calculation of the diluted earnings per share amount is based on the profit for the
period attributable to ordinary equity holders of the parent, and the weighted average
number of ordinary shares in issue during the period, as used in the basic earnings per
share calculation, plus the weighted average number of ordinary shares assumed to have
been issued at no consideration on the deemed exercise or conversion of all the dilutive
potential ordinary shares into ordinary shares.
The Group had no potentially dilutive ordinary shares in issue during the six-month
period ended 30 June 2019 and 2018."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:24 PM","yucaihacai","MANAGEMENT DISCUSSION AND ANALYSIS
Business Review
The Board delighted to report that the Group achieved stable performance in the first six
months of 2019. This is the result of our dedication to diversify our retail formats and
enhanced product offerings aimed at reinforcing our position as a leading lifestyle retailer in
China."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:24 PM","yucaihacai","Financial Results
During the first six months of 2019, the Chinese retail market maintained stable growth
despite continued trade tensions between China and the United States. China’s Gross
Domestic Product recorded a 6.3% growth in the period, while inflation was 2.2%. Although
industrial output slowed to 6.0%, retail sales growth was 8.4% in the first half of this year,
ahead of market expectations. The Group believes that the trend of consumption upgrade will
continue to prevail. Consumption is expected to remain the main driver of China's economic
growth. China's consumer market is expected to maintain a positive outlook regardless of the
macroeconomic and geopolitical challenges.
In the 1H2019, the Group recorded total gross sales proceeds (“GSP”) of RMB7,494.9
million inclusive of value added tax, a decline of 3.3% compared with the same period of last
year, which was mainly due to closure of underperforming department stores. Same store
sales (“SSS”) in 1H2019 decreased by 2.2%, reflecting the continued slowdown of the
Chinese economy and the diversion of customer traffic. The Group’s overall gross profit
margin increased to 22.0% from 21.5% in the same period last year, profit from operations
increased by 183.2% year-on-year to RMB357.1 million."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:25 PM","yucaihacai","Continued expansion of retail network
The rising consumer demand for quality products and service in the past several years has
bolstered innovation, which, in turn, has facilitated further development in the retail industry.
In order to stand out in the department store industry, one has to be innovative and dynamic.
In the first half year of 2019, Parkson continued diversifying its retail formats. This strategy
covers a range of areas, including the expansion of product categories such as more
international cosmetic brands, sports and apparel brands on top of traditional products, as
well as upgrading traditional supermarkets into gourmet supermarkets in department stores to
cater for rapid changing of consumer demands. We also work on the interconnectedness
between our businesses and further upgrading our product offering. The Group believes that
these measures will translate into a stable income in the future.
Known for their quality products and services, Parkson’s food and beverage (“F&B”) brands
also continue expanding their footprint. Thus, Hogan Bakery is expected to open a franchise
store in Fuzhou in the third quarter of 2019. Together with“雞薈”(Ji Hui) restaurant brand,
Parkson’s F&B continue to develop and launch more new products. One of our main
objectives is to provide a full spectrum of consumer experience, and that is why we are
committed to integrating the retail and catering businesses so that our customers can enjoy a
18
quality dining experience while shopping.
With consumption upgrading and demand for premium domestic and imported products
rising across second-tier and third-tier cities, we plan to open supermarkets in our department
stores in more places. In April 2019, we opened a new supermarket in Mianyang and expect
to open another new supermarket in the same city in the third quarter"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:26 PM","yucaihacai","Our fashion and beauty segment performed well since launched last year. Our flagship
“Parkson Beauty” store concept operating in three retail outlets in Changsha, Qingdao and
Nanning, has been well received by key customer groups and has already become a leading
fashion brand. The fashion and beauty segment will continue proactively expanding its
collaboration with a range of different brands. In the first half year of 2019, Parkson and
Kiehl’s, a cosmetic brand, jointly launched a marketing activity to drive sales growth in
cosmetic segment."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:26 PM","yucaihacai","Solid omni-channel marketing offering optimised customer experience
With the technology and innovation in the retail landscape accelerating, retailers across Asia
have turned their focus to e-commerce to further boost sales growth. Over the past two years,
the Group launched a number of initiatives to stimulate sales and tap into rising online and
offline sales opportunities.
19
We also channelled our marketing efforts to build an omni-channel community online and
drive visitor traffic at our stores using our online and social media channels including
Parkson’s official WeChat account and Parkson Plaza, our mobile shopping app. In addition,
we will blend social media elements into marketing our business lines, thus, enhancing
shopping experience"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:27 PM","yucaihacai","OUTLOOK
Looking ahead, we will continue executing our strategy aimed at diversifying retail formats,
upgrading brand and product categories, including the fashion and beauty segment led by
Parkson Beauty and our F&B businesses such as Hogan Bakery, as well as identifying
optimal locations to expand our department store and supermarket network. Furthermore, we
will also focus on further developing our omni-channel marketing, as well as creating a
strong online community for customers through social media networks, VIP programmes and
personalised customer service.
We believe that the Group is well positioned to provide the best service in the Chinese retail
market and demonstrate solid performance amid challenging retail market environment, while
creating long term value to our stakeholders."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:28 PM","yucaihacai","Total merchandise sales
For the six-month period ended 30 June Year-on-year
2019 2018 change (%)
RMB’000 % of total RMB’000 % of total
Concessionaire sales 4,760,521 77.7% 5,150,358 82.2% (7.6%)
Direct sales 1,369,587 22.3% 1,116,796 17.8% 22.6%
6,130,108 100.0% 6,267,154 100.0% (2.2%)
Sales from concessionaire counters constituted a majority of our merchandise sales in
1H2019 and in 1H2018. As a percentage of our total merchandise sales, it decreased in
1H2019 compared to 1H2018, primarily due to the growth in sales from our Cosmetics &
Accessories category in direct sales, which was mainly attributable to our robust performance
of beauty segment.
20
Merchandise sales mix
For the six-month period ended 30 June
2019 2018
% of total merchandise sales % of total merchandise sales
Cosmetics & Accessories 51.7% 47.7%
Fashion & Apparel 40.5% 43.6%
Groceries & Perishables 5.2% 5.8%
Household & Electrical 2.6% 2.9%
100.0% 100.0%
Sales in 1H2019 decreased across each of our categories except for Cosmetics & Accessories
compared to 1H2018 mainly due to the decline in Same Store Sales as well as the closure of
underperforming stores. During 1H2019 and 1H2018, a majority of our merchandise sales
was derived from sales under the Cosmetics & Accessories and Fashion & Apparel categories.
However, sales from Cosmetics & Accessories displayed faster growth than that from other
categories in 1H2019 mainly attributable to the opening of standalone concept store of
Parkson Beauty in May and September 2018 and our efforts to enhance market awareness of
our beauty segment."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:28 PM","yucaihacai","Merchandise gross margin
The Group’s merchandise gross margin, a combination of concessionaire commission rate
and the direct sales margin, increased by 0.1% to 16.1% in 1H2019 compared to the same
period last year primarily due to change in merchandise sales mix and closure of
underperforming stores."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:28 PM","yucaihacai","Total operating revenues
Total operating revenues of the Group increased by RMB193.0 million or 8.1% to
RMB2,587.8 million, which was primarily attributable to (i) the strong sales performance of
Cosmetics & Accessories category in direct sales and (ii) the credit service income generated
by Parkson Credit Sdn Bhd which was acquired by the Group in October 2018. The increase
was partially offset by the decrease in commissions from concessionaire sales due to closure
of unprofitable stores and rental income due to the impact of adoption of IFRS 16."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:29 PM","yucaihacai","Profit from operations
The Group posted profit from operations of RMB357.1 million in 1H2019, an increase of
RMB231.0 million or 183.2% compared to RMB126.1 million recorded in 1H2018.
Profit from operations as a percentage of GSP increased from 1.9% in 1H2018 to 5.4% in
1H2019."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:30 PM","yucaihacai","Share of profit from associates
This is the share of results from the Group’s associated companies. The share of profit from
associates increased from RMB3.0 million in 1H2018 to RMB3.1 million in 1H2019. This
increase was primarily attributable to the profit from Parkson Newcore which entered into the
stable development period, largely offset by the negative impact of IFRS 16 of RMB4.6
million"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:30 PM","yucaihacai","Profit before income tax (“PBT”)
PBT decreased by 1.7% from RMB114.1 million in 1H2018 to RMB112.2 million in 1H2019.
This decrease was primarily attributable to the adoption of IFRS 16. The combination of
straight-line depreciation of the right-of-use assets and effective interest rate method applied
on the lease liability results in a higher total charge to profit or loss in the initial years of the
lease, and decreasing expense during the latter part of the lease term. The negative impact of
IFRS 16 on the profit before income tax for the six-month period ended 30 June 2019 was
RMB76.8 million.
Without the impact of IFRS 16, our PBT increased by RMB74.9 million or 65.6% to
RMB189.1 million in 1H2019. The increase was primarily attributable to our increased
revenue and closure of unprofitable department stores and a decrease in our operating
expenses in 1H2019.
Without the impact of IFRS 16, PBT as a percentage of GSP increased from 1.7% in 1H2018
to 2.9% in 1H2019."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:31 PM","yucaihacai","Profit for the period
As a result of the foregoing, our profit for the period increased by RMB2.9 million or 8.6% to
RMB36.1 million in 1H2019.
Profit attributable to owners of the parent
Profit attributable to owners of the parent increased by 35.0% from 17.7 million in 1H2018 to
RMB23.9 million in 1H2019."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:31 PM","yucaihacai","Liquidity and financial resources
As at 30 June 2019, the cash and cash equivalents and deposits with licensed banks of the
Group (aggregate of financial assets at fair value through profit or loss, investments in
principal guaranteed deposits, time deposits and cash and bank equivalents deposited with
licensed banks) stood at RMB4,343.5 million, representing a reduction of RMB527.2 million
or 10.8% from the balance of RMB4,870.7 million recorded as at 31 December 2018. The
decrease was mainly due to (i) net cash inflow from operating activities amounting to
RMB93.3 million; (ii) net cash inflow from investing activities amounting to RMB13.7
million; and (iii) net cash outflow used in financing activities amounting to RMB634.2
million.
Total debt to total asset ratio of the Group was 24.9% as at 30 June 2019."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:32 PM","yucaihacai","Current assets and net assets
The Group’s current assets as at 30 June 2019 were approximately RMB4,029.6 million. Net
assets of the Group increased by 0.6% to RMB4,650.6 million as at 30 June 2019 from
RMB4,624.9 million as at 31 December 2018."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:33 PM","yucaihacai","Pledge of assets
As at 30 June 2019, the Group has pledged deposits of RMB1,813.9 million, pledged
buildings, investment properties and prepaid land lease payment with a net carrying amount
of approximately RMB1,869.7 million, RMB3.0 million and RMB376.3 million respectively
to secure general bank loans. Other than the aforesaid, no other assets are pledged to any
bank or lender."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:33 PM","Newbiesky","so any idea on parkson Malaysia?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 1:34 PM","yucaihacai","AUDIT COMMITTEE
The Audit Committee (the “Committee”) has been established by the Company to review the
financial reporting matters, internal control and maintain an appropriate relationship with the
Company’s external auditor. The Committee has reviewed the Group’s unaudited condensed
consolidated financial statements for the six months ended 30 June 2019, including the
accounting principles and policies adopted by the Group. The Committee comprises the
non-executive director and three independent non-executive directors of the Company, one of
whom has appropriate professional qualification and experience in financial matters as
required by the Listing Rules"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 2:50 PM","fraddieshare","Short term 0.28 Tp"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 3:03 PM","kelvin61","yucaihacai. Keep it up. This is what is needed here. To share pertinent information on the performance of the company. This will help promote Parkson. The retail business of Parkson is showing resilience in China although under tough operating environment. The founder , TSWC is passionate in this business and being a pioneer in the China retail market, Parkson is innovating and responding to market demands. This is what separates Parkson from competitors that have closed down. So, stay invested in Parkson to reap the benefits when China's retail economy make a strong comeback, cheers"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 4:32 PM","yoyo","seems that TSWC is fighting very hard..
ok, i am with him."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 23, 2019 10:02 PM","StanleyHong","Parkson must come back ,,, fast fast reward to long term supporter"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 26, 2019 9:35 AM","Kedahan","Many events organised in Kedah latest Parkson outlets in Alor Setar ie Aman Central lately hopefully can boost Parkson sales?
Newbiesky so any idea on parkson Malaysia?
23/08/2019 1:33 PM"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 26, 2019 10:15 AM","MK76","Good to see many parkson supporter coming back. It will be tough but let's pray hard parkson malaysia will survive and employees get to continue working. Parkson China results is good and 50-50 overall parkson is good."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 26, 2019 5:34 PM","yoyo","The few green among red sea, good sign!"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 27, 2019 11:50 AM","Kedahan","Green bec celebrate Merdeka? TTB dumb-dumb hold. Who sell buy back?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 28, 2019 1:35 PM","MK76","Come, let's guess what is the net profit for parkson holdings?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=197","Aug 28, 2019 4:42 PM","kennean","Loss on Parkson Sin SDG 16 mil.
Property, plant and equipment (""PPE"") written off 5,157
- Impairment of PPE 12,425
This 2 item make the result loss. Great WC."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 4:50 PM","kennean","He want profit appreciate the property.
If share price cant drop then sold some stake.
How do play ? No ending."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:27 PM","i3unfair","Why ks55 not ban like joetay? I3 close shop better."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:28 PM","i3unfair","I hate fake news which ks55 repeatedly posts."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:29 PM","Parkson18","Operating profit RM 55 million nobody read?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:31 PM","Parkson888888","BOD resign can save cost not even 1 know? i3 better close."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:32 PM","NTA_","NTA RM 1.91 10X share price not 1 know? Again better i3 better close."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 9:33 PM","Parkson8888","Sell property for cash not even 1 read?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 10:37 PM","Parkson18","""Savings arising from stores' rationalisation and improved operating efficiencies have enabled the operations to turn profitable to RM14 million,"" it added. Parkson Malaysia has 42 stores as at June 30, 2019.
As for Parkson China, the group's continuous efforts in optimising stores' effectiveness have borne fruit resulting in operating profit increasing to RM155 million for FY19. The group has a network coverage of 44 stores in 30 cities across China as at June 30, 2019.
https://www.theedgemarkets.com/article/parkson-narrows-4q-net-loss-pro..."
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 10:40 PM","freddiehero","parkson should run low supetmarket"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 10:41 PM","freddiehero","make sure the goods r sell out"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 10:41 PM","freddiehero","qr also can turn green"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 10:44 PM","freddiehero","if play style like m-square skill, u got so lot money can let u open and close.so many times ka?"
"https://klse.i3investor.com/servlets/forum/800001080.jsp?ftp=198","Aug 28, 2019 11:31 PM","MK76","Haih another red quarter. Vietnam and indonesia lose kao kao. Malaysia and China good report. Indonesia maybe ada chance still. Vietnam really not sure. Dunno cut loss or let it burn :("
